2016-07-09T07:50:50.110103Z,ORP,309.5
2016-07-09T07:50:50.110086Z,DO,9.31
2016-07-09T07:50:50.110042Z,Temp,33.31
2016-07-09T07:50:23.287241Z,EC,2134
2016-07-09T07:50:23.287229Z,PH,4.460
2016-07-09T07:50:23.287215Z,ORP,309.5
2016-07-09T07:50:23.287198Z,DO,9.31
2016-07-09T07:50:23.287162Z,Temp,33.31
2016-07-09T07:50:05.966653Z,GRV,1.001
2016-07-09T07:50:05.966639Z,Sal,1.08
2016-07-09T07:50:05.966627Z,TDS,1152
2016-07-09T07:50:05.966614Z,EC,2134
2016-07-09T07:50:05.966598Z,PH,4.460
2016-07-09T07:50:05.966584Z,ORP,309.8
2016-07-09T07:50:05.966566Z,DO,9.30
2016-07-09T07:50:05.966521Z,Temp,33.31
2016-07-09T07:49:57.841758Z,EC,2135
2016-07-09T07:49:57.841745Z,PH,4.460
2016-07-09T07:49:57.841729Z,ORP,309.8
2016-07-09T07:49:57.841703Z,DO,9.30
2016-07-09T07:49:57.841648Z,Temp,33.55
2016-07-09T07:49:40.606771Z,GRV,1.001
2016-07-09T07:49:40.606760Z,Sal,1.08
2016-07-09T07:49:40.606747Z,TDS,1153
2016-07-09T07:49:40.606736Z,EC,2135
2016-07-09T07:49:40.606723Z,PH,4.460
2016-07-09T07:49:40.606709Z,ORP,310.5
2016-07-09T07:49:40.606692Z,DO,9.27
2016-07-09T07:49:40.606654Z,Temp,33.55
2016-07-09T07:49:23.243521Z,EC,2137
2016-07-09T07:49:23.243507Z,PH,4.450
2016-07-09T07:49:23.243492Z,ORP,310.5
2016-07-09T07:49:23.243475Z,DO,9.27
2016-07-09T07:49:23.243439Z,Temp,33.31
2016-07-09T07:49:05.786382Z,GRV,1.001
2016-07-09T07:49:05.786371Z,Sal,1.09
2016-07-09T07:49:05.786360Z,TDS,1154
2016-07-09T07:49:05.786348Z,EC,2137
2016-07-09T07:49:05.786336Z,PH,4.450
2016-07-09T07:49:05.786324Z,ORP,310.6
2016-07-09T07:49:05.786308Z,DO,9.26
2016-07-09T07:49:05.786272Z,Temp,33.80
2016-07-09T07:48:48.517085Z,EC,2138
2016-07-09T07:48:48.517072Z,PH,4.461
2016-07-09T07:48:48.517057Z,ORP,310.6
2016-07-09T07:48:48.517041Z,DO,9.26
2016-07-09T07:48:48.517008Z,Temp,33.55
2016-07-09T07:48:31.097290Z,GRV,1.001
2016-07-09T07:48:31.097277Z,Sal,1.09
2016-07-09T07:48:31.097261Z,TDS,1154
2016-07-09T07:48:31.097248Z,EC,2138
2016-07-09T07:48:31.097235Z,PH,4.461
2016-07-09T07:48:31.097220Z,ORP,311.3
2016-07-09T07:48:31.097200Z,DO,9.27
2016-07-09T07:48:31.097153Z,Temp,33.55
