2017-04-02T04:54:17.900727Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:54:17.900705Z,TDS,1540
2017-04-02T04:54:17.900712Z,Sal,1.47
2017-04-02T04:54:17.900698Z,Temp,31.59
2017-04-02T04:54:17.900690Z,EC,2853
2017-04-02T04:54:17.900681Z,PH,6.065
2017-04-02T04:54:17.900670Z,ORP,
2017-04-02T04:54:17.900641Z,DO,9.40
2017-04-02T04:54:04.700595Z,GRV,1.001
2017-04-02T04:54:04.700604Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:54:04.700580Z,TDS,1541
2017-04-02T04:54:04.700588Z,Sal,1.47
2017-04-02T04:54:04.700571Z,Temp,31.34
2017-04-02T04:54:04.700563Z,EC,2854
2017-04-02T04:54:04.700553Z,PH,6.066
2017-04-02T04:54:04.700541Z,ORP,
2017-04-02T04:54:04.700508Z,DO,9.44
2017-04-02T04:53:52.588161Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:53:52.588153Z,GRV,1.001
2017-04-02T04:53:52.588136Z,TDS,1543
2017-04-02T04:53:52.588145Z,Sal,1.48
2017-04-02T04:53:52.588128Z,Temp,31.34
2017-04-02T04:53:52.588119Z,EC,2857
2017-04-02T04:53:52.588108Z,PH,6.068
2017-04-02T04:53:52.588086Z,ORP,
2017-04-02T04:53:52.588032Z,DO,9.53
2017-04-02T04:53:41.626869Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:53:41.626862Z,GRV,1.001
2017-04-02T04:53:41.626855Z,Sal,1.47
2017-04-02T04:53:41.626848Z,TDS,1541
2017-04-02T04:53:41.626834Z,EC,2854
2017-04-02T04:53:41.626841Z,Temp,32.08
2017-04-02T04:53:41.626825Z,PH,6.059
2017-04-02T04:53:41.626816Z,ORP,
2017-04-02T04:53:41.626788Z,DO,9.63
2017-04-02T04:53:29.450809Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:53:29.450802Z,GRV,1.001
2017-04-02T04:53:29.450787Z,TDS,1541
2017-04-02T04:53:29.450794Z,Sal,1.47
2017-04-02T04:53:29.450778Z,Temp,31.59
2017-04-02T04:53:29.450768Z,EC,2854
2017-04-02T04:53:29.450756Z,PH,6.062
2017-04-02T04:53:29.450744Z,ORP,
2017-04-02T04:53:29.450713Z,DO,9.56
2017-04-02T04:53:17.377079Z,GRV,1.001
2017-04-02T04:53:17.377086Z,MapLocation,"3.036508,101.6988646"
2017-04-02T04:53:17.377071Z,Sal,1.48
2017-04-02T04:53:17.377064Z,TDS,1543
2017-04-02T04:53:17.377057Z,Temp,31.83
2017-04-02T04:53:17.377049Z,EC,2857
